,name,ratio,k_size,max_dist,fidelity,n_segs,img_num
484,quickshift,0.2,3,100,0.11518444971316466,70,60
485,quickshift,0.2,3,1000,0.14118024133712703,70,60
486,quickshift,0.2,8,100,0.41848960782902533,8,60
487,quickshift,0.2,8,1000,0.43747176436547797,8,60
488,quickshift,0.01,3,100,0.10900156823884588,53,61
489,quickshift,0.01,3,1000,0.09845410417726863,53,61
490,quickshift,0.01,8,100,0.07947301233384119,9,61
491,quickshift,0.01,8,1000,0.11566300378310192,9,61
492,quickshift,0.2,3,100,0.09955491383972136,54,61
493,quickshift,0.2,3,1000,0.07722898060173555,54,61
494,quickshift,0.2,8,100,0.09079492926020527,10,61
495,quickshift,0.2,8,1000,0.10187433720462546,10,61
496,quickshift,0.01,3,100,0.6417386127213507,57,62
497,quickshift,0.01,3,1000,0.6490850440756404,57,62
498,quickshift,0.01,8,100,0.9995776404518446,7,62
499,quickshift,0.01,8,1000,0.9996436658705963,7,62
500,quickshift,0.2,3,100,0.6683546660139005,56,62
501,quickshift,0.2,3,1000,0.61571929778396,56,62
502,quickshift,0.2,8,100,0.9833201158247853,7,62
503,quickshift,0.2,8,1000,0.9907757930852852,7,62
504,quickshift,0.01,3,100,0.27514696876992206,64,63
505,quickshift,0.01,3,1000,0.332713212637027,64,63
506,quickshift,0.01,8,100,0.8735868600833461,10,63
507,quickshift,0.01,8,1000,0.8746013922682756,10,63
508,quickshift,0.2,3,100,0.29968519614827727,59,63
509,quickshift,0.2,3,1000,0.317139989775714,59,63
510,quickshift,0.2,8,100,0.7560911277417373,10,63
511,quickshift,0.2,8,1000,0.7526225533952035,10,63
512,quickshift,0.01,3,100,0.16764656524409483,69,64
513,quickshift,0.01,3,1000,0.1732694427490714,69,64
514,quickshift,0.01,8,100,0.09755549693316379,10,64
515,quickshift,0.01,8,1000,0.097100883085939,10,64
516,quickshift,0.2,3,100,0.13379445597744577,67,64
517,quickshift,0.2,3,1000,0.13368350328865175,67,64
518,quickshift,0.2,8,100,0.06980745495085539,12,64
519,quickshift,0.2,8,1000,0.10335790852825022,12,64
520,quickshift,0.01,3,100,0.31111573999910436,50,65
521,quickshift,0.01,3,1000,0.32022375561778194,50,65
522,quickshift,0.01,8,100,0.7392018846186947,9,65
523,quickshift,0.01,8,1000,0.7656824619413052,9,65
524,quickshift,0.2,3,100,0.4190438137762412,53,65
525,quickshift,0.2,3,1000,0.3856144826299757,53,65
526,quickshift,0.2,8,100,0.7775115464052593,9,65
527,quickshift,0.2,8,1000,0.7591703478646064,9,65
528,quickshift,0.01,3,100,0.1129213460119227,63,66
529,quickshift,0.01,3,1000,0.1095188284365628,63,66
530,quickshift,0.01,8,100,0.0644648171269161,12,66
531,quickshift,0.01,8,1000,0.07121610163087733,12,66
532,quickshift,0.2,3,100,0.1338843068385066,72,66
533,quickshift,0.2,3,1000,0.12251355802051357,72,66
534,quickshift,0.2,8,100,0.0697528103686309,12,66
535,quickshift,0.2,8,1000,0.05289303431617809,12,66
536,quickshift,0.01,3,100,0.12388183417553156,70,67
537,quickshift,0.01,3,1000,0.1297627584144424,70,67
538,quickshift,0.01,8,100,0.14289517067416757,11,67
539,quickshift,0.01,8,1000,0.15650980941810266,11,67
540,quickshift,0.2,3,100,0.13302575471717348,73,67
541,quickshift,0.2,3,1000,0.13489585628178036,73,67
542,quickshift,0.2,8,100,0.20244777583337403,10,67
543,quickshift,0.2,8,1000,0.2753621455117322,10,67
544,quickshift,0.01,3,100,0.46902752633604816,60,68
545,quickshift,0.01,3,1000,0.44206155735357944,60,68
546,quickshift,0.01,8,100,0.8881913813548008,11,68
547,quickshift,0.01,8,1000,0.8788462590708107,11,68
548,quickshift,0.2,3,100,0.40449393040119636,64,68
549,quickshift,0.2,3,1000,0.3930766627011856,64,68
550,quickshift,0.2,8,100,0.7214673668728047,11,68
551,quickshift,0.2,8,1000,0.6920478152690636,11,68
552,quickshift,0.01,3,100,0.1201611788678021,64,69
553,quickshift,0.01,3,1000,0.12349920525194502,64,69
554,quickshift,0.01,8,100,0.37126980896773865,8,69
555,quickshift,0.01,8,1000,0.379688176073568,8,69
556,quickshift,0.2,3,100,0.1283012131999265,68,69
557,quickshift,0.2,3,1000,0.13360082357411152,68,69
558,quickshift,0.2,8,100,0.33605123590962294,9,69
559,quickshift,0.2,8,1000,0.4122792374711177,9,69
560,quickshift,0.01,3,100,0.11359974275806538,58,70
561,quickshift,0.01,3,1000,0.11720214654110227,58,70
562,quickshift,0.01,8,100,0.08740148596970321,7,70
563,quickshift,0.01,8,1000,0.11097080922745882,7,70
564,quickshift,0.2,3,100,0.10503603583736376,58,70
565,quickshift,0.2,3,1000,0.11153461747978799,58,70
566,quickshift,0.2,8,100,0.1040160908068153,7,70
567,quickshift,0.2,8,1000,0.08015359449138637,7,70
568,quickshift,0.01,3,100,0.09426435178588788,44,71
569,quickshift,0.01,3,1000,0.08892073573164794,44,71
570,quickshift,0.01,8,100,0.4033310695672614,5,71
571,quickshift,0.01,8,1000,0.350564114605983,5,71
572,quickshift,0.2,3,100,0.13349516115012727,60,71
573,quickshift,0.2,3,1000,0.1290379520826529,60,71
574,quickshift,0.2,8,100,0.17716190645170726,7,71
575,quickshift,0.2,8,1000,0.21164444484547573,7,71
576,quickshift,0.01,3,100,0.20946116313692664,76,72
577,quickshift,0.01,3,1000,0.18492443109399692,76,72
578,quickshift,0.01,8,100,0.6091726048771771,8,72
579,quickshift,0.01,8,1000,0.6416340108052095,8,72
580,quickshift,0.2,3,100,0.20520779797357272,83,72
581,quickshift,0.2,3,1000,0.2153930825520104,83,72
582,quickshift,0.2,8,100,0.5916191226900415,8,72
583,quickshift,0.2,8,1000,0.584821299939926,8,72
584,quickshift,0.01,3,100,0.3034479649047872,82,73
585,quickshift,0.01,3,1000,0.3311012380903188,82,73
586,quickshift,0.01,8,100,0.2455805013726735,11,73
587,quickshift,0.01,8,1000,0.22571633084612774,11,73
588,quickshift,0.2,3,100,0.5234574278627039,87,73
589,quickshift,0.2,3,1000,0.5042034182652706,87,73
590,quickshift,0.2,8,100,0.40733733862908295,10,73
591,quickshift,0.2,8,1000,0.4184209684607627,10,73
592,quickshift,0.01,3,100,0.10456948596111815,56,74
593,quickshift,0.01,3,1000,0.10248576589250669,56,74
594,quickshift,0.01,8,100,0.5721967453361059,8,74
595,quickshift,0.01,8,1000,0.5346809225199071,8,74
596,quickshift,0.2,3,100,0.11838087759960814,60,74
597,quickshift,0.2,3,1000,0.11973709995791926,60,74
598,quickshift,0.2,8,100,0.35992848108399544,13,74
599,quickshift,0.2,8,1000,0.4076062558445269,13,74
600,quickshift,0.01,3,100,0.10062233751218208,52,75
601,quickshift,0.01,3,1000,0.10165031869945751,52,75
602,quickshift,0.01,8,100,0.6770934183798947,7,75
603,quickshift,0.01,8,1000,0.6568477912427425,7,75
604,quickshift,0.2,3,100,0.09892398657167223,55,75
605,quickshift,0.2,3,1000,0.10440743861473478,55,75
606,quickshift,0.2,8,100,0.7447586167818973,8,75
607,quickshift,0.2,8,1000,0.7522217636480627,8,75
608,quickshift,0.01,3,100,0.1334587112231037,73,76
609,quickshift,0.01,3,1000,0.1696532425651861,73,76
610,quickshift,0.01,8,100,0.5269598236952944,8,76
611,quickshift,0.01,8,1000,0.5358815766207712,8,76
612,quickshift,0.2,3,100,0.15205472638450135,66,76
613,quickshift,0.2,3,1000,0.15910799211141224,66,76
614,quickshift,0.2,8,100,0.6970533784822279,6,76
615,quickshift,0.2,8,1000,0.6553499036912551,6,76
616,quickshift,0.01,3,100,0.3695696379295704,61,77
617,quickshift,0.01,3,1000,0.3697071234688747,61,77
618,quickshift,0.01,8,100,0.6511911899602473,9,77
619,quickshift,0.01,8,1000,0.6558520207201559,9,77
620,quickshift,0.2,3,100,0.34438614534291045,60,77
621,quickshift,0.2,3,1000,0.31963203829154907,60,77
622,quickshift,0.2,8,100,0.775301326013904,9,77
623,quickshift,0.2,8,1000,0.8009221400751068,9,77
624,quickshift,0.01,3,100,0.21289640608061086,58,78
625,quickshift,0.01,3,1000,0.21149858702980062,58,78
626,quickshift,0.01,8,100,0.5961309803027959,12,78
627,quickshift,0.01,8,1000,0.6157749405399101,12,78
628,quickshift,0.2,3,100,0.2068218848827924,62,78
629,quickshift,0.2,3,1000,0.2236818871394304,62,78
630,quickshift,0.2,8,100,0.6180713405296294,13,78
631,quickshift,0.2,8,1000,0.6421142004665727,13,78
632,quickshift,0.01,3,100,0.21596818856350497,79,79
633,quickshift,0.01,3,1000,0.20775048449984246,79,79
634,quickshift,0.01,8,100,0.2802770301030325,10,79
635,quickshift,0.01,8,1000,0.2974751046561116,10,79
636,quickshift,0.2,3,100,0.18927638403685876,79,79
637,quickshift,0.2,3,1000,0.2393187901684417,79,79
638,quickshift,0.2,8,100,0.20552815715977835,11,79
639,quickshift,0.2,8,1000,0.21295723169577097,11,79
640,quickshift,0.01,3,100,0.1012381449549169,56,80
641,quickshift,0.01,3,1000,0.10461149995559527,56,80
642,quickshift,0.01,8,100,0.09214872294593224,15,80
643,quickshift,0.01,8,1000,0.07802613855943352,15,80
644,quickshift,0.2,3,100,0.0948710240572429,54,80
645,quickshift,0.2,3,1000,0.10322371458791091,54,80
646,quickshift,0.2,8,100,0.08408564432461496,15,80
647,quickshift,0.2,8,1000,0.06005977287033771,15,80
648,quickshift,0.01,3,100,0.5621221171143835,77,81
649,quickshift,0.01,3,1000,0.574979523723709,77,81
650,quickshift,0.01,8,100,0.5946256233530032,9,81
651,quickshift,0.01,8,1000,0.5834566334462706,9,81
652,quickshift,0.2,3,100,0.591753684146433,85,81
653,quickshift,0.2,3,1000,0.5899911093026624,85,81
654,quickshift,0.2,8,100,0.6459092796382955,11,81
655,quickshift,0.2,8,1000,0.6868691862288631,11,81
656,quickshift,0.01,3,100,0.13415756404979406,69,82
657,quickshift,0.01,3,1000,0.12652748774267386,69,82
658,quickshift,0.01,8,100,0.433448213551076,7,82
659,quickshift,0.01,8,1000,0.39039609944570675,7,82
660,quickshift,0.2,3,100,0.21780830984189514,64,82
661,quickshift,0.2,3,1000,0.1720878979900916,64,82
662,quickshift,0.2,8,100,0.6276609403769686,6,82
663,quickshift,0.2,8,1000,0.6094674684335472,6,82
664,quickshift,0.01,3,100,0.5255111088198983,62,83
665,quickshift,0.01,3,1000,0.48918701170980694,62,83
666,quickshift,0.01,8,100,0.5851528721186581,11,83
667,quickshift,0.01,8,1000,0.6079592564746813,11,83
668,quickshift,0.2,3,100,0.5993917240179082,65,83
669,quickshift,0.2,3,1000,0.5725520713577877,65,83
670,quickshift,0.2,8,100,0.7094979506272416,13,83
671,quickshift,0.2,8,1000,0.6994407189807939,13,83
672,quickshift,0.01,3,100,0.5044045410913666,62,84
673,quickshift,0.01,3,1000,0.45746522597493255,62,84
674,quickshift,0.01,8,100,0.77141707374126,8,84
675,quickshift,0.01,8,1000,0.7863342570432008,8,84
676,quickshift,0.2,3,100,0.4883557807922181,62,84
677,quickshift,0.2,3,1000,0.5313316670795973,62,84
678,quickshift,0.2,8,100,0.8845692621269482,9,84
679,quickshift,0.2,8,1000,0.8793912893072879,9,84
680,quickshift,0.01,3,100,0.2880600140244478,64,85
681,quickshift,0.01,3,1000,0.27009174880212705,64,85
682,quickshift,0.01,8,100,0.5562347251519053,11,85
683,quickshift,0.01,8,1000,0.5197229492764948,11,85
684,quickshift,0.2,3,100,0.22075939763603092,74,85
685,quickshift,0.2,3,1000,0.2518628536049987,74,85
686,quickshift,0.2,8,100,0.41498724964172523,11,85
687,quickshift,0.2,8,1000,0.43759738898288836,11,85
688,quickshift,0.01,3,100,0.13219500001280682,70,86
689,quickshift,0.01,3,1000,0.14032859460099412,70,86
690,quickshift,0.01,8,100,0.12435560463924977,11,86
691,quickshift,0.01,8,1000,0.1285158823218684,11,86
692,quickshift,0.2,3,100,0.13539856585286492,72,86
693,quickshift,0.2,3,1000,0.13694818918477547,72,86
694,quickshift,0.2,8,100,0.0955575175589305,11,86
695,quickshift,0.2,8,1000,0.11785618279813292,11,86
696,quickshift,0.01,3,100,0.31088225703145267,68,87
697,quickshift,0.01,3,1000,0.32803782016568694,68,87
698,quickshift,0.01,8,100,0.524103279050081,10,87
699,quickshift,0.01,8,1000,0.5101516221291243,10,87
700,quickshift,0.2,3,100,0.33513615382535555,74,87
701,quickshift,0.2,3,1000,0.30833728592881193,74,87
702,quickshift,0.2,8,100,0.5188201407936668,12,87
703,quickshift,0.2,8,1000,0.5812899189543885,12,87
704,quickshift,0.01,3,100,0.19882065076051403,60,88
705,quickshift,0.01,3,1000,0.19017862426122356,60,88
706,quickshift,0.01,8,100,0.352256612315942,7,88
707,quickshift,0.01,8,1000,0.3524789595934408,7,88
708,quickshift,0.2,3,100,0.22136409907012888,60,88
709,quickshift,0.2,3,1000,0.2711645925503311,60,88
710,quickshift,0.2,8,100,0.3194042481734267,8,88
711,quickshift,0.2,8,1000,0.3030725984384989,8,88
712,quickshift,0.01,3,100,0.42329886484697615,57,89
713,quickshift,0.01,3,1000,0.47515832406368963,57,89
714,quickshift,0.01,8,100,0.9339145363196389,6,89
715,quickshift,0.01,8,1000,0.937000578350505,6,89
716,quickshift,0.2,3,100,0.5070439933688098,55,89
717,quickshift,0.2,3,1000,0.4462347291896749,55,89
718,quickshift,0.2,8,100,0.928331987854079,7,89
719,quickshift,0.2,8,1000,0.9174632929684446,7,89
720,quickshift,0.01,3,100,0.11911911560599342,61,90
721,quickshift,0.01,3,1000,0.11365468457019345,61,90
722,quickshift,0.01,8,100,0.18518957643877954,10,90
723,quickshift,0.01,8,1000,0.128228741894987,10,90
724,quickshift,0.2,3,100,0.12825141880773294,68,90
725,quickshift,0.2,3,1000,0.13549840350718234,68,90
726,quickshift,0.2,8,100,0.1555834959377964,10,90
727,quickshift,0.2,8,1000,0.15895630334416633,10,90
728,quickshift,0.01,3,100,0.15518947039703812,63,91
729,quickshift,0.01,3,1000,0.12968136038673228,63,91
730,quickshift,0.01,8,100,0.3860217239810157,12,91
731,quickshift,0.01,8,1000,0.3956289049954521,12,91
732,quickshift,0.2,3,100,0.1919939915082326,61,91
733,quickshift,0.2,3,1000,0.17040979482045848,61,91
734,quickshift,0.2,8,100,0.48149069531232547,11,91
735,quickshift,0.2,8,1000,0.48147138257966354,11,91
736,quickshift,0.01,3,100,0.24881620987579045,59,92
737,quickshift,0.01,3,1000,0.26479971607902963,59,92
738,quickshift,0.01,8,100,0.26855301663337106,11,92
739,quickshift,0.01,8,1000,0.27121130812813443,11,92
740,quickshift,0.2,3,100,0.24297189726435942,63,92
741,quickshift,0.2,3,1000,0.2719213404158414,63,92
742,quickshift,0.2,8,100,0.3224950462667515,11,92
743,quickshift,0.2,8,1000,0.34422249736076793,11,92
744,quickshift,0.01,3,100,0.6712594750103418,63,93
745,quickshift,0.01,3,1000,0.6661263040972756,63,93
746,quickshift,0.01,8,100,0.5851097393651714,8,93
747,quickshift,0.01,8,1000,0.5654800948074538,8,93
748,quickshift,0.2,3,100,0.7175087024225903,66,93
749,quickshift,0.2,3,1000,0.6989377595136617,66,93
750,quickshift,0.2,8,100,0.6416692997877714,8,93
751,quickshift,0.2,8,1000,0.6301037064474078,8,93
752,quickshift,0.01,3,100,0.3480956614829088,65,94
753,quickshift,0.01,3,1000,0.34543690881902,65,94
754,quickshift,0.01,8,100,0.6057785593823497,9,94
755,quickshift,0.01,8,1000,0.6237426144858529,9,94
756,quickshift,0.2,3,100,0.35126489576086906,67,94
757,quickshift,0.2,3,1000,0.3703197529578328,67,94
758,quickshift,0.2,8,100,0.6097137882726223,9,94
759,quickshift,0.2,8,1000,0.6225134055088489,9,94
760,quickshift,0.01,3,100,0.1354440821946432,64,95
761,quickshift,0.01,3,1000,0.10907839033515143,64,95
762,quickshift,0.01,8,100,0.2238467166064325,8,95
763,quickshift,0.01,8,1000,0.2235416329249762,8,95
764,quickshift,0.2,3,100,0.12712380727323935,68,95
765,quickshift,0.2,3,1000,0.12709322133171652,68,95
766,quickshift,0.2,8,100,0.09656773162879251,10,95
767,quickshift,0.2,8,1000,0.11550661898654635,10,95
768,quickshift,0.01,3,100,0.11986985448216114,65,96
769,quickshift,0.01,3,1000,0.11169636780651582,65,96
770,quickshift,0.01,8,100,0.07154888834797912,9,96
771,quickshift,0.01,8,1000,0.12257751337432564,9,96
772,quickshift,0.2,3,100,0.12384944765566253,69,96
773,quickshift,0.2,3,1000,0.13337357943611583,69,96
774,quickshift,0.2,8,100,0.056089254821103385,9,96
775,quickshift,0.2,8,1000,0.0669079003031845,9,96
776,quickshift,0.01,3,100,0.1267070961974942,64,97
777,quickshift,0.01,3,1000,0.11583972329679904,64,97
778,quickshift,0.01,8,100,0.08754510187837805,10,97
779,quickshift,0.01,8,1000,0.09021542678962567,10,97
780,quickshift,0.2,3,100,0.14270040116294036,71,97
781,quickshift,0.2,3,1000,0.16373122106365734,71,97
782,quickshift,0.2,8,100,0.12384721517418362,10,97
783,quickshift,0.2,8,1000,0.1047899718234444,10,97
784,quickshift,0.01,3,100,0.14683280425643275,73,98
785,quickshift,0.01,3,1000,0.12577841113536192,73,98
786,quickshift,0.01,8,100,0.17054484029523953,10,98
787,quickshift,0.01,8,1000,0.17285031392884131,10,98
788,quickshift,0.2,3,100,0.1383150514727577,73,98
789,quickshift,0.2,3,1000,0.13534979281714077,73,98
790,quickshift,0.2,8,100,0.0849114682769243,12,98
791,quickshift,0.2,8,1000,0.1271257183989516,12,98
792,quickshift,0.01,3,100,0.12459074628370359,64,99
793,quickshift,0.01,3,1000,0.1058054152871376,64,99
794,quickshift,0.01,8,100,0.07991355393713073,9,99
795,quickshift,0.01,8,1000,0.06380394894449182,9,99
796,quickshift,0.2,3,100,0.12166921537701736,64,99
797,quickshift,0.2,3,1000,0.12521404279451742,64,99
798,quickshift,0.2,8,100,0.12167613602118021,9,99
799,quickshift,0.2,8,1000,0.10109620188548674,9,99
