,name,compactness,n_segments,fidelity,n_segs,img_num
582,slic,0.1,10,0.2682555737645338,1,97
583,slic,1.0,10,0.2485661524321099,1,97
584,slic,10.0,10,0.36149812256773894,5,97
585,slic,0.1,40,0.4506640049195634,4,97
586,slic,1.0,40,0.3632854235055154,5,97
587,slic,10.0,40,0.05277858164516647,22,97
588,slic,0.1,10,0.26277080519788876,1,98
589,slic,1.0,10,0.26951254313549533,1,98
590,slic,10.0,10,0.9991245922234351,2,98
591,slic,0.1,40,0.7717750155161913,4,98
592,slic,1.0,40,0.7268697862440897,4,98
593,slic,10.0,40,0.19077125820594054,12,98
594,slic,0.1,10,0.26446501606212214,1,99
595,slic,1.0,10,0.2631949093492656,1,99
596,slic,10.0,10,0.28090315145250366,5,99
597,slic,0.1,40,0.3368338664992627,5,99
598,slic,1.0,40,0.31666599964018427,5,99
599,slic,10.0,40,0.05815503600844086,27,99
